state,county,pop_2020,pop_2021,pop_2022,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,pov_2021,Percent Caucasian,Percent African American,Percent Indian,Percent Asian,Percent Pacific,avg_house_size,pop_density
Colorado,Pitkin,17354,17350,16876,335,1831,2897,8384,2.5,13.6,21.5,62.3,1155.0,85.78699239258545,1.1357548483874425,1.3500482160077145,2.432229722490089,0.1553626915246973,2.53,7.12340999435082
Colorado,Prowers,12010,11994,11854,1374,2255,2776,1301,17.8,29.3,36.0,16.9,2251.0,70.87199882162322,1.2593901900132567,4.77242598320813,0.4639858594785683,0.11783767859773163,2.35,2.84015614595943
Colorado,Pueblo,168325,169332,169544,10891,33834,43094,27215,9.5,29.4,37.5,23.7,26839.0,68.81935819879011,2.964624814710949,4.746905172068427,1.4602780337326229,0.25690076519370214,2.51,26.6484169021727
Colorado,Rio Blanco,6524,6453,6569,368,1420,1496,1029,8.5,32.9,34.7,23.9,632.0,87.11193392195956,0.8117345485616634,3.503275420108231,0.9968669894616918,0.3133010538308174,2.54,0.774968454942006
Colorado,Rio Grande,11538,11388,11325,871,2331,2472,2306,10.9,29.2,31.0,28.9,1611.0,72.98712960191558,1.1448668063454055,4.504639329542053,0.7482789583956899,0.2918287937743191,2.47,4.80576248204254
Colorado,Routt,24829,25056,25007,622,3035,5540,9498,3.3,16.2,29.6,50.8,1484.0,87.9160745007106,1.009798788241454,1.8325978008826391,1.4398982721220734,0.3328596005684793,2.56,4.06597174669611
Colorado,Saguache,6393,6505,6623,635,1460,1453,1212,13.3,30.7,30.5,25.5,1392.0,70.89735313105228,0.5939315687540349,5.242091672046482,1.2782440284054228,0.24531956100710137,2.44,0.788151149688548
Colorado,San Juan,710,740,803,19,166,136,234,3.4,29.9,24.5,42.2,101.0,84.03990024937656,1.1221945137157108,3.99002493765586,2.119700748129676,0.997506234413965,2.05,0.542015887968249
Colorado,San Miguel,8054,8074,8003,107,1078,1316,3741,1.7,17.3,21.1,59.9,729.0,85.86020888327785,0.7345346034660851,2.8348444852519226,1.2739584528864913,0.3328359921955698,2.31,2.39092161374022
Colorado,Sedgwick,2390,2331,2295,197,460,700,392,11.3,26.3,40.0,22.4,328.0,85.29411764705883,0.8403361344537815,2.826585179526356,1.5278838808250574,0.6493506493506493,2.27,1.65560682558928
Colorado,Summit,30994,30971,30565,1320,4207,5888,12777,5.5,17.4,24.3,52.8,2053.0,80.73896580286358,1.2424565140220092,1.9997633416163767,2.239379955034907,0.3401964264584073,3.09,19.3127569068634
Colorado,Teller,24747,24939,24857,414,4782,6892,7089,2.2,24.9,35.9,37.0,1968.0,87.64560144954332,1.201789742262323,3.3576156491513514,1.7120881558998633,0.26254483600192285,2.35,16.7134038838229
Colorado,Washington,4808,4850,4812,290,1052,1290,747,8.6,31.1,38.2,22.1,544.0,87.6393694732795,1.3648596693579393,2.9219530949634756,0.9611687812379853,0.48058439061899266,2.24,0.742125633265348
Colorado,Weld,331427,339811,350176,24878,53024,69389,61569,11.9,25.4,33.2,29.5,32543.0,73.2875583922792,1.912396966524417,3.15623887291608,2.409030276297119,0.28325901991316227,2.83,28.5867637840316
Colorado,Yuma,9979,9943,9899,819,1858,2326,1538,12.5,28.4,35.6,23.5,1315.0,76.47324248714014,0.5234184640375417,1.7507445176428118,0.6226874830791445,0.20756249435971483,2.46,1.64425030940475
Connecticut,Fairfield,957050,959768,956446,64225,136454,131954,322329,9.8,20.8,20.1,49.2,85452.0,63.49340397122313,11.73425965805181,1.1996618239176067,5.784180978627535,0.11813642833885545,2.72,583.416530368637
Connecticut,Hartford,898682,896854,898636,60946,162392,158752,246594,9.7,25.8,25.3,39.2,92542.0,63.31613238241284,15.15894652289268,1.4172528783194995,6.259584256261714,0.14148187814911276,2.49,470.033815038414
Connecticut,Litchfield,184938,185000,185175,8426,40662,38925,49906,6.1,29.5,28.2,36.2,15713.0,85.91196738862723,2.925372834243952,1.6255422243891653,2.4061442882346733,0.11611015888494036,2.43,76.7709821644689
Connecticut,Middlesex,164063,164759,164568,6084,30523,31813,52937,5.0,25.2,26.2,43.6,10537.0,82.39542411410237,6.436965357732011,1.4138081551901045,3.615584768966514,0.13775275930681452,2.35,170.798815273811
Connecticut,New Haven,864094,863700,864751,58496,178934,145546,221536,9.7,29.6,24.1,36.6,100433.0,64.67453249007676,14.755975457959266,1.515091088082249,4.658516772423579,0.1498718532683189,2.52,548.856987196354
Connecticut,New London,268450,268805,269131,13223,54331,56768,65643,7.0,28.6,29.9,34.6,23102.0,75.50594603016539,7.963378821903611,2.776056008860618,4.781549862992356,0.3410795999173551,2.39,156.079636094414
Connecticut,Tolland,149767,150293,150120,4959,25023,24787,41014,5.2,26.1,25.9,42.8,15039.0,82.39867296798222,4.661512941691965,1.4872773935088104,6.157553754186098,0.14209257926199492,2.46,142.329636078855
Connecticut,Windham,116404,116418,116503,8662,28630,24656,20007,10.6,34.9,30.1,24.4,13043.0,82.10572847185495,3.2885233219926904,2.6957050275096104,2.2299756084083895,0.14287631331749326,2.5,87.722911731784
Delaware,Kent,182362,184371,186946,13512,39620,36668,31039,11.2,32.8,30.3,25.7,21961.0,60.89264282737184,27.0620019182581,2.692591606867565,3.2133334002882408,0.21643173863482293,2.63,115.224293104264
Delaware,New Castle,570873,572714,575494,29998,115392,100265,147694,7.6,29.3,25.5,37.5,63059.0,57.03855282031025,26.128787854258878,1.671528805338531,6.524061920226389,0.12498016830230954,2.64,502.769618629628
Delaware,Sussex,238879,247722,255956,18278,54916,49595,53641,10.4,31.1,28.1,30.4,28006.0,75.05121285354494,11.615819386072454,2.23456466136847,1.6728879349175698,0.13473974469951863,2.42,90.5489983667487
District of Columbia,District of Columbia,670868,668791,671803,37934,75562,74761,299469,7.8,15.5,15.3,61.4,107307.0,42.5695380810591,40.536604909760555,1.5521530616455403,6.051679868597418,0.19886087591959845,2.29,4322.95256868476
Florida,Alachua,279742,281817,284030,11583,34518,47001,76720,6.8,20.3,27.7,45.2,50668.0,63.593006316895995,18.931870313833258,1.6650390466580796,7.161744332800166,0.1531368725687088,2.54,116.11221044694
Florida,Baker,28115,28673,27803,2687,8294,5088,2878,14.2,43.8,26.9,15.2,4187.0,80.21463017048156,13.950961081301367,2.0070637777626845,0.9067445493445628,0.18338653806968688,2.92,18.3309927280302
Florida,Bay,174506,179498,185134,12820,36401,46925,33073,9.9,28.2,36.3,25.6,24383.0,76.08747872040439,11.070089504851225,2.830316765710347,3.4193568601238655,0.32115217913503014,2.57,92.8857425187264
Florida,Bradford,28224,28050,27313,3665,8435,5843,2396,18.0,41.5,28.7,11.8,4636.0,74.39647875402066,19.830709327916033,1.733536482139834,0.8599966141865584,0.16590485864228882,2.6,35.4351752844965
Florida,Brevard,608713,617742,630693,33648,118401,154084,141951,7.5,26.4,34.4,31.7,68879.0,75.17765348486743,10.690480870606315,2.056491723402608,3.5223935717136343,0.25225901371788684,2.49,219.376463402181
Florida,Broward,1943266,1935729,1947026,137900,368968,396510,471290,10.0,26.8,28.8,34.3,244519.0,48.14623521268106,25.054538801131592,0.9883305091866159,4.086944765149418,0.15533162363343783,2.77,612.687716792382
Florida,Calhoun,13703,13514,13464,2267,4279,2587,1017,22.3,42.2,25.5,10.0,2488.0,79.09221606079278,12.856849455740399,4.087081536249744,0.9379064831929896,0.4039159307181488,2.73,9.82992818888334
Florida,Charlotte,188013,194934,202661,12677,51705,51683,37650,8.2,33.6,33.6,24.5,20910.0,84.63725749405116,5.84358896332916,1.585860450266638,1.8173292294184846,0.1521508138821405,2.28,100.3107252744
Florida,Citrus,154565,158113,162529,12231,46072,39294,23478,10.1,38.1,32.5,19.4,24173.0,87.75879727851343,3.5353720096568875,2.06611066403297,1.9716146023849586,0.13290413831784817,2.24,94.9392779360695
Florida,Clay,218933,222533,226589,12043,42300,54742,39934,8.1,28.4,36.7,26.8,17574.0,72.33859100047671,13.128691939395196,2.4407735195970734,4.182643480423653,0.40499927456629425,2.81,132.338017071032
Florida,Collier,377293,387241,397994,30001,74930,72146,107989,10.5,26.3,25.3,37.9,39843.0,71.78728458605097,6.2007265553911655,1.197033579454551,1.760820187959741,0.10349594004181513,2.55,70.3852284247344
Florida,Columbia,69737,69902,71908,6451,17405,16494,7348,13.5,36.5,34.6,15.4,10722.0,73.87866686321544,17.115825303868885,2.1213867409978424,1.5719435547634042,0.14607148121842378,2.57,33.4544255734035
Florida,DeSoto,34087,34340,35312,6215,10331,4964,3141,25.2,41.9,20.1,12.7,8117.0,66.19011326903367,12.115318914088986,1.4506846075004598,0.696433733673228,0.12089038395837166,2.74,22.0730089619394
Florida,Dixie,16690,16905,17124,2382,5967,2770,1353,19.1,47.8,22.2,10.8,3599.0,83.98820661110166,9.990361172535012,2.3359981856324774,0.663378125531553,0.21545614333503432,2.28,9.00059326213749
Florida,Duval,997604,1002252,1016536,64073,189218,208644,212489,9.5,28.1,30.9,31.5,146090.0,54.42184968906902,29.10691245674392,1.7889405453814549,5.778893321966259,0.2846041776743224,2.55,467.728698551137
Florida,Escambia,322551,323480,324878,20274,58926,77404,59065,9.4,27.3,35.9,27.4,56350.0,65.99095877085061,21.690366513118366,2.8479871820548768,4.266830705845327,0.34963234242224833,2.47,183.081899788008
Florida,Flagler,116030,120904,126705,6736,28142,28962,23877,7.7,32.1,33.0,27.2,12373.0,76.88878701896098,10.456596824292816,1.7648965010314333,2.745745832773488,0.16439698710906317,2.62,85.26646661771
Florida,Franklin,12463,12175,12498,2026,3071,2475,2026,21.1,32.0,25.8,21.1,2277.0,80.67489335770871,12.157221206581353,2.330895795246801,0.4875076173065204,0.15234613040828762,2.35,8.31215404368312
Florida,Gadsden,43402,43554,43403,5987,11085,7973,6106,19.2,35.6,25.6,19.6,10645.0,36.65051693558853,51.9487822814379,1.4815936323917465,0.6099407362547044,0.15789246009430288,2.47,34.4130956542606
Florida,Gilchrist,17883,18306,18992,1692,5203,3916,1548,13.7,42.1,31.7,12.5,2644.0,85.1309666962932,5.12364720029278,2.8336905944476394,0.8574266743347101,0.2195848800125477,2.5,19.448926186859
Florida,Glades,12068,12268,12454,2962,3203,2222,1300,30.6,33.1,22.9,13.4,2123.0,70.28921351630515,11.531651173085436,2.6339088092076137,0.6861443116423196,0.13280212483399734,2.71,6.39644347212249
Florida,Gulf,14264,14452,15314,1570,3889,3651,2729,13.3,32.8,30.8,23.1,2190.0,80.5412972468502,12.592493833744417,2.859809346043597,0.7932804479701353,0.1999866675554963,2.55,11.2010012488157
Florida,Hamilton,13733,13082,13217,2504,4752,2201,941,24.1,45.7,21.2,9.0,2933.0,58.68328366296397,31.65808723923056,1.4562449200758603,0.8195610945543214,0.135464643727987,2.44,10.7230118532973
Florida,Hardee,25331,25307,25645,3940,7693,3252,1698,23.8,46.4,19.6,10.2,5268.0,64.0194435132417,8.169627891384511,1.6594032852832719,0.8783104257458935,0.10727455581629232,3.22,16.4885295462253
Florida,Hendry,39725,40212,41339,7692,8913,6341,2125,30.7,35.6,25.3,8.5,8678.0,54.53188402750037,10.068750919832643,2.1760612240607196,1.038622458633812,0.13455837520761937,3.17,13.3996999978578
Florida,Hernando,195627,200649,206896,15830,48346,51681,27894,11.0,33.6,36.0,19.4,23828.0,79.46077227199622,6.310456865026211,2.1612677459873093,1.825698831534208,0.19049561303898438,2.46,149.202304427534
Florida,Highlands,101345,103295,105618,10983,28122,24191,14640,14.1,36.1,31.0,18.8,15428.0,72.63667451259049,10.248256872585157,1.6609672691744015,1.8554869654039172,0.17764355820047076,2.44,38.7514063752471
Florida,Hillsborough,1466160,1484455,1513301,107589,262090,271547,353457,10.8,26.3,27.3,35.5,208765.0,57.91467578380467,16.156756278699554,1.6423183535156296,5.153525870034236,0.2058570939820838,2.63,521.006609769935
Florida,Holmes,19569,19295,19651,2789,6541,3597,1364,19.5,45.8,25.2,9.5,3613.0,87.01500509881998,6.9489632399359,2.831059097751663,0.8012431408731122,0.17967270431700091,2.51,15.6664122190294
Florida,Indian River,160439,163814,167352,10875,33926,38566,39249,8.9,27.7,31.5,32.0,18938.0,78.02292920607624,8.792777300085984,1.4777873316136427,1.8486672398968185,0.12095156205216395,2.6,115.944983887054
Florida,Jackson,47079,47154,48211,5848,14007,10635,4641,16.6,39.9,30.3,13.2,8499.0,67.27897582249733,25.972225013565932,2.361476777136885,0.8581707096488935,0.13063488554374258,2.4,20.3829482396152
Florida,Jefferson,14390,14476,15042,1745,3738,2972,2320,16.2,34.7,27.6,21.5,2181.0,61.94759997373433,31.361218727427932,1.759800380852321,0.8470680937684681,0.29548886991923307,2.04,9.1057985960448
Florida,Lafayette,8214,7958,7786,1577,2549,1415,437,26.4,42.6,23.7,7.3,1360.0,77.44621790423317,12.884570899838074,1.2491325468424705,0.4626416840157298,0.4626416840157298,3.43,6.21318745940191
Florida,Lake,386194,396242,410139,26743,87063,93993,70206,9.6,31.3,33.8,25.3,39022.0,71.93645743162624,10.954074351355777,1.8990244016564115,2.7436071403504667,0.19792714596542127,2.55,136.198886060663
Florida,Lee,765504,790676,822453,58139,175221,170001,164805,10.2,30.8,29.9,29.0,95012.0,72.34988312534328,8.146506127065336,1.4155013069292215,2.0392972889492196,0.11426195947648514,2.61,354.83076867816
Florida,Leon,293948,296081,297369,11864,33154,47338,82078,6.8,19.0,27.1,47.1,45137.0,58.252531884457895,30.054015649630962,1.6902489541009709,4.317762997218337,0.16049276989587,2.43,166.813926365297
Florida,Levy,43059,44158,45260,3877,13196,9383,4708,12.4,42.3,30.1,15.1,8228.0,80.23466874108648,9.27654609101517,2.586542201478024,1.0264056355071525,0.1750291715285881,2.41,13.7976823582596
Florida,Liberty,7805,7308,7603,1323,2383,1272,774,23.0,41.4,22.1,13.5,1391.0,74.08289661743687,17.246307765602666,3.025250119104335,0.7146260123868509,0.29776083849452123,2.9,3.86534980170615
Florida,Madison,17866,18069,18198,2629,4958,4112,1762,19.5,36.8,30.5,13.1,3585.0,59.22031017633312,34.81516889738687,1.5721266199277673,0.621414913957935,0.1540259188442745,2.45,10.2405680669381
Florida,Manatee,401593,413474,429125,28955,86428,86138,95733,9.7,29.1,29.0,32.2,40642.0,74.2727679317651,8.543141497969307,1.5965448853189248,2.5201826946099666,0.14208074884912333,2.57,194.239008473812
Florida,Marion,377459,385084,396415,32053,98785,85902,59174,11.6,35.8,31.1,21.4,50984.0,73.06345406288084,12.34880707517859,1.9951926550705927,2.0062717065111104,0.16474067794160857,2.48,84.6803073111943
Florida,Martin,158658,160249,162006,9692,31120,39899,42027,7.9,25.4,32.5,34.2,17768.0,79.68534507735991,5.329431535029264,1.8120183114098627,1.8902474358231443,0.12516659906125052,2.41,111.88677417727
Florida,Miami-Dade,2695501,2670421,2673837,335701,506656,466138,608670,17.5,26.4,24.3,31.7,398855.0,48.951897488058684,11.922213127287634,0.6377790429342353,1.5274038340471257,0.06630389040802853,3.07,552.18707080322
Florida,Monroe,82852,82265,81708,5113,17890,18448,23001,7.9,27.8,28.6,35.7,8907.0,75.37643840193806,6.118037716935029,1.482780945220642,1.8722719963243741,0.17438339285341353,2.39,29.9780680807413
Florida,Nassau,91027,94393,97899,5563,20197,18863,20796,8.5,30.9,28.8,31.8,9280.0,85.56798275165072,6.33752448871705,2.155007100432245,1.6989209416106061,0.22182372269961542,2.55,47.9609640013056
Florida,Okaloosa,212071,213647,216482,10222,35339,50332,47693,7.1,24.6,35.1,33.2,20091.0,73.11243729167369,10.648210497963031,3.0167334433184068,5.031396249284536,0.5243931180768324,2.52,83.3178027745842
Florida,Okeechobee,39642,40044,40412,5457,10324,7696,4684,19.4,36.7,27.3,16.6,7841.0,71.22418342280046,8.775361659539623,2.222272768628878,1.0121917932854152,0.15012282776817396,2.73,20.3743403689294
Florida,Orange,1431573,1427928,1452726,100495,231759,281212,340640,10.5,24.3,29.5,35.7,208064.0,50.988202186383816,18.607430896639684,1.4865303662792568,5.670263834567331,0.2471309928826976,2.81,565.200717904169
Florida,Osceola,391118,404020,422545,33743,74371,82626,61263,13.4,29.5,32.8,24.3,53195.0,50.19982043644936,11.050691075365794,1.6146468481710778,3.1594634266507327,0.25224403541595836,3.4,98.4713680128207
Florida,Palm Beach,1494173,1503223,1518477,118849,254306,301015,412857,10.9,23.4,27.7,38.0,171280.0,61.479359657435104,16.979695327484617,1.3280476762677471,3.2958877346105377,0.1431060629561323,2.6,284.088504026507
Florida,Pasco,566126,584927,608794,38259,133623,123782,104300,9.6,33.4,30.9,26.1,67129.0,75.85769991325873,7.142596624543499,1.971421367530855,3.5357772065504722,0.1825213959160243,2.52,264.027551864764
Florida,Pinellas,959465,959046,961739,58225,197083,233176,252931,7.9,26.6,31.5,34.1,115468.0,75.19142609460249,10.554112859618321,1.7315848049308729,4.180713481222647,0.1943586403287503,2.31,1351.00989532327
Florida,Polk,730111,755179,787404,67511,167752,155642,103948,13.6,33.9,31.5,21.0,115547.0,63.79609644533251,14.789951466564371,1.9668302252349588,2.1796344089676385,0.16546041210932283,2.84,143.657352265679
Florida,Putnam,73376,74059,74731,9495,21983,14196,6673,18.1,42.0,27.1,12.7,19159.0,72.63675912890174,15.841609274127064,2.3515086944941213,0.9614043098309297,0.1813731085828799,2.52,38.5992312765178
Florida,St. Johns,277085,293175,306841,10023,41159,50973,86951,5.3,21.8,27.0,46.0,18142.0,81.45743869647228,5.686880443070995,1.670880657114955,4.542414148305708,0.19665288758678812,2.7,151.366952953632
Florida,St. Lucie,331428,344283,358704,27918,74500,77172,57367,11.8,31.4,32.6,24.2,38819.0,61.76626208963722,19.92839550605254,1.5709478060716098,2.224412673941712,0.1869344628185742,2.68,206.388959617123
Florida,Santa Rosa,188989,193783,198268,9992,35172,46571,37741,7.7,27.2,36.0,29.1,16609.0,81.11459320263343,6.86247358064281,3.250977819886792,3.533270169812696,0.4562349682967714,2.68,65.0033215643945
Florida,Sarasota,436207,448550,462286,21710,91967,101780,128266,6.3,26.8,29.6,37.3,37895.0,83.40379355262344,4.56786886084693,1.3584645002014673,2.406733481289134,0.11789561654290824,2.25,285.758092060701
Florida,Seminole,471428,471009,478772,19249,67983,104811,138702,5.8,20.6,31.7,41.9,43726.0,64.96328518205004,12.097803354002824,1.6937108315598703,5.905402651105484,0.20804145405001442,2.7,567.903065071748
Florida,Sumter,130298,134867,144970,8925,34680,33430,37682,7.8,30.2,29.1,32.8,12096.0,86.59834130216633,6.919603329201346,1.2514019243256007,1.1923735316687327,0.10698896169057316,2.04,83.8573171646801
Florida,Suwannee,43517,44092,45411,5264,12489,8125,4918,17.1,40.6,26.4,16.0,8648.0,77.11722539382752,11.77834055887024,2.116152294286818,0.9014036141992532,0.1523801347813023,2.81,24.6301590185062
Florida,Taylor,21739,20786,21283,2846,7091,4143,1908,17.8,44.4,25.9,11.9,3889.0,74.32070585136736,19.51187393002941,2.3879548746762653,1.2817698959659365,0.10535095035336464,2.47,8.17783965465098
Florida,Union,15417,15825,15460,2670,4341,3469,1292,22.7,36.9,29.5,11.0,2536.0,74.15810417532815,20.229256993526164,1.787729405476035,0.5642335332897785,0.1722397101621429,2.5,24.1579476962471
Florida,Volusia,555764,565988,579192,36146,126964,140873,103599,8.9,31.2,34.6,25.4,75803.0,73.82635247348668,11.10715173072145,1.9584221469576704,2.3776987354683476,0.1611722090727204,2.43,184.991514788623
Florida,Wakulla,33895,34274,35178,2849,8597,7838,4816,11.8,35.7,32.5,20.0,3164.0,79.48946605729573,12.944487794002898,2.8174116597926653,1.117489688997882,0.17835246906699365,2.56,20.2958573030993
Florida,Walton,75937,79988,83304,4753,15313,16497,17597,8.8,28.3,30.5,32.5,9632.0,82.74228777578718,5.139028640145287,3.082435516725158,1.996465997496748,0.22946474587086166,2.42,24.5031144322366
Florida,Washington,25313,24877,25414,2990,7662,5278,2270,16.4,42.1,29.0,12.5,4395.0,78.79406307977736,13.617810760667904,3.37291280148423,1.0797773654916512,0.29684601113172543,2.57,16.2226218764404
Georgia,Appling,18366,18411,18428,2742,4741,3667,1199,22.2,38.4,29.7,9.7,3292.0,71.59150088532445,18.992813248619935,1.3488178314758879,0.926986772211228,0.10415581710238517,2.68,14.0182875557395
Georgia,Atkinson,8311,8358,8183,1746,1739,1208,573,33.2,33.0,22.9,10.9,1983.0,65.76086956521739,14.241348713398402,1.885536823425022,0.632209405501331,0.2329192546583851,2.95,9.31124089772971
Georgia,Bacon,11108,11071,11191,1216,2873,2404,807,16.7,39.4,32.9,11.1,2522.0,74.7664352447073,16.885231850518558,1.1571097968629467,0.5314133881889089,0.07714065312419646,2.65,15.2600776819772
Georgia,Baker,2851,2827,2788,350,730,670,389,16.4,34.1,31.3,18.2,728.0,53.482260183968464,38.699080157687256,1.4126149802890933,1.7411300919842312,0.36136662286465177,2.3,3.60068267453104
Georgia,Baldwin,43794,43671,43635,3929,8989,7608,6946,14.3,32.7,27.7,25.3,9332.0,52.819266460450734,41.94653115333628,1.0517012814847548,1.604065399911622,0.13256738842244808,2.54,67.5882661922328
Georgia,Banks,18082,18538,19328,2900,3997,3588,2070,23.1,31.8,28.6,16.5,2363.0,88.08412440341952,3.0891068337966123,2.381077253894163,1.3111658887082394,0.13111658887082395,2.8,30.7975218952869
Georgia,Barrow,83975,86672,89299,6650,18643,17580,11296,12.3,34.4,32.5,20.9,8262.0,70.52994018584324,13.140353587745823,2.31531551415896,4.239962919637142,0.15670867636347585,3.03,184.344920218884
Georgia,Bartow,109296,110901,112816,9689,26564,21540,14253,13.4,36.9,29.9,19.8,12677.0,76.66169260285653,11.421871669153699,2.7328927733958643,1.4325303773182692,0.11255595821786399,2.75,87.0643139398608
Georgia,Ben Hill,17168,17152,17069,1880,5796,2642,1267,16.2,50.0,22.8,10.9,3731.0,56.29131714904727,36.31464918615632,1.633242597633465,0.872173768123993,0.08888395089161713,2.56,26.4798479280579
Georgia,Berrien,18148,18128,18214,2436,5107,3368,1635,19.4,40.7,26.8,13.0,3091.0,81.1240997808162,11.4706189333055,1.956998225654942,0.7514873186514978,0.1617785199874752,2.57,16.2019706578266
Georgia,Bibb,157025,155985,156197,13952,31471,30918,26173,13.6,30.7,30.2,25.5,36780.0,38.3772945564467,54.15823602545038,1.2146217790887595,2.449964652251286,0.10360547036883548,2.54,237.623066850275
Georgia,Bleckley,12524,12255,12257,1015,2843,3008,1304,12.4,34.8,36.8,16.0,2153.0,72.00769230769231,22.7,1.0384615384615385,1.5,0.16923076923076924,2.71,22.8491903321887
Georgia,Brantley,18043,18121,18183,2331,5641,3677,809,18.7,45.3,29.5,6.5,3310.0,91.09189303904924,3.8890067911714774,2.6103565365025467,0.5464770797962649,0.14325127334465196,2.82,16.1766057739402
Georgia,Brooks,16268,16285,16253,2090,3865,3474,1903,18.4,34.1,30.7,16.8,3809.0,58.35481602999766,34.90742910710101,1.6346379189125848,0.6737754862901336,0.11131942816967424,2.44,12.2323171507994
Georgia,Bryan,45035,46963,48225,2098,7363,8620,9110,7.7,27.1,31.7,33.5,3766.0,73.20697560176846,15.275503520550188,2.331341084001965,3.612657606025872,0.4032258064516129,2.83,31.6655471305199
Georgia,Bulloch,79918,80637,83059,5273,13282,13499,12635,11.8,29.7,30.2,28.3,16122.0,63.60008450902603,28.609826521749337,1.610366440526773,2.104509495528064,0.19366651799338014,2.47,42.7156701559742
Georgia,Burke,24633,24333,24388,2491,5636,5018,2347,16.1,36.4,32.4,15.1,4961.0,50.79582339368817,44.69907316882406,1.357005983340503,0.7273864925110477,0.1525165226232842,2.73,10.5274926916547
Georgia,Butts,25551,26114,26649,3318,7289,4851,2145,18.8,41.4,27.6,12.2,3195.0,67.08979255597993,27.005167378117278,1.9171721710477048,0.7713622406949749,0.08237849172470606,2.57,49.9206754161867
Georgia,Calhoun,5573,5534,5469,994,1619,1142,488,23.4,38.2,26.9,11.5,1380.0,32.56880733944954,64.02611150317571,0.7939308398023994,0.5998588567395907,0.07057163020465773,2.45,8.85165962738022
Georgia,Camden,54925,55754,57013,2843,11216,13117,7580,8.2,32.3,37.7,21.8,6323.0,71.22277944195753,18.632829591733703,2.6909225539362525,2.5899498502238227,0.3668674901551614,2.64,32.2908812569128
Georgia,Candler,11022,11000,11000,1590,2784,1979,920,21.9,38.3,27.2,12.6,2371.0,63.06383709940716,24.117192198642496,1.5723000257754103,0.7732623077583984,0.1116934444539909,2.66,17.1987992686963
Georgia,Carroll,119484,121592,124592,10824,25971,22157,16193,14.4,34.6,29.5,21.5,19224.0,70.5673647524255,19.323997613739834,2.2630223868881285,1.314012998838268,0.09811925021193758,2.73,89.7672468336575
Georgia,Catoosa,68006,68420,68826,5114,15510,15963,10398,10.9,33.0,34.0,22.1,7873.0,88.56550591967056,3.675621530627861,2.80749593066125,1.853114261467188,0.2309436692218868,2.67,157.855196006551
Georgia,Charlton,12532,12813,12781,1742,3688,2554,1094,19.2,40.6,28.1,12.1,2575.0,70.27483494549362,21.480116689697528,1.8117610931982189,1.3588208198986642,0.15353907569476433,3.31,6.42590548774051
Georgia,Chatham,295064,295656,301107,18800,48789,61535,71210,9.4,24.4,30.7,35.5,43618.0,50.81252540134119,36.6598506401138,1.668550599471652,4.246151696809592,0.274969518390571,2.54,255.886183169301
Georgia,Chattahoochee,9481,9044,8819,227,1158,2087,1137,4.9,25.1,45.3,24.7,1114.0,63.87722735329788,17.02584196286967,2.4722455452934042,4.832540348913144,1.716578038996175,2.83,16.7130724648367
Georgia,Chattooga,24922,24828,24936,4804,6255,4227,1861,28.0,36.5,24.7,10.9,4768.0,81.74962867044978,10.91137601401531,2.224168793083749,0.5179571161975853,0.12568077084206117,2.54,30.5811718001163
Georgia,Cherokee,268175,274839,281278,14341,40211,55201,68387,8.1,22.6,31.0,38.4,18933.0,77.97573038011916,7.4173512733342,2.3715550204868974,2.785739204191777,0.12825686943792708,2.8,221.813708813594
Georgia,Clarke,128550,129185,129875,7515,14054,17175,34300,10.3,19.2,23.5,47.0,25418.0,60.20519299468502,24.448897795591183,1.5806976271383346,4.51264848537655,0.1677267578635532,2.41,403.537333348598
Georgia,Clay,2830,2859,2845,419,648,687,387,19.6,30.3,32.1,18.1,686.0,41.15462525320729,55.16542876434841,1.2491559756921,0.9790681971640782,0.337609723160027,2.45,5.92972984026365
Georgia,Clayton,297623,297318,296564,26865,60708,58930,37141,14.6,33.1,32.1,20.2,55143.0,13.528077230974658,68.45705751505352,1.69441113280323,4.740870588756451,0.1395397403485013,2.95,759.45246482218
Georgia,Clinch,6725,6698,6662,1181,1701,1199,502,25.8,37.1,26.2,11.0,1590.0,64.25736961451247,29.705215419501137,1.870748299319728,0.7511337868480725,0.45351473922902497,2.51,3.19447925159291
Georgia,Cobb,766374,766691,771952,36579,93670,132789,253049,7.1,18.2,25.7,49.0,72765.0,53.62919512972283,26.428562121619525,1.8881267153346921,6.087135744939429,0.13657528875664368,2.65,846.689777438231
Georgia,Coffee,43052,42997,43172,6484,11127,6814,3988,22.8,39.2,24.0,14.0,10440.0,60.51332892707645,27.704340163031503,1.7338620841595063,0.9297202026878167,0.14100022031284426,2.73,28.0050693992946
Georgia,Colquitt,45900,45757,45762,7054,11510,7028,4311,23.6,38.5,23.5,14.4,10027.0,61.354679299993876,21.743480835596575,1.8112760613424272,1.0353066100345103,0.08780706949010639,2.92,32.1897996301434
Georgia,Columbia,156849,159636,162419,7273,23328,33536,38541,7.1,22.7,32.7,37.5,11580.0,66.92306793074827,19.005646283155837,2.1983096220614193,6.008089498848532,0.4056439451503922,3.13,196.055278614709
Georgia,Cook,17234,17266,17404,2061,3536,3630,1843,18.6,31.9,32.8,16.6,3435.0,64.74174240744846,27.78763023719796,1.7124806029705164,0.9587674573265351,0.1330082021724673,2.73,29.0644541396056
